Valor,m² construcción,Cuartos,Baños,Estacionamientos,Ubicación
"$1,100,000",70,5,1,2,"Gustavo A. Madero, Ciudad de México"
"$6,200,000",134,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$5,300,000",121,2,1,3,"Cuauhtémoc, Ciudad de México"
"$3,300,000",122,2,2,2,"Huixquilucan, Ciudad de México"
"$820,000",66,2,1,1,"Coacalco de Berriozábal, Ciudad de México"
"$3,700,000",134,2,2,2,"Huixquilucan, Ciudad de México"
"$3,045,000",113,3,2,2,"Tlalnepantla de Baz, Ciudad de México"
"$2,600,000",98,3,2,3,"Huixquilucan, Ciudad de México"
"$530,000",72,2,1,1,"Zumpango, Ciudad de México"
"$4,049,000",126,3,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$2,400,000",103,3,2,2,"Huixquilucan, Ciudad de México"
"$3,190,000",130,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$775,000",66,2,1,1,"Cuautitlán Izcalli, Ciudad de México"
"$1,900,000",85,3,2,1,"Atizapán de Zaragoza, Ciudad de México"
"$4,250,000",134,2,2,2,"Huixquilucan, Ciudad de México"
"$1,900,000",68,3,1,1,"Atizapán de Zaragoza, Ciudad de México"
"$4,300,000",115,2,2,1,"Benito Juárez, Ciudad de México"
"$2,250,000",91,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$3,500,000",109,2,2,2,"Huixquilucan, Ciudad de México"
"$2,000,000",74,2,2,2,"Coacalco de Berriozábal, Ciudad de México"
"$2,888,795",111,3,2,2,"Cuautitlán Izcalli, Ciudad de México"
"$2,750,000",116,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$619,900",65,2,1,1,"Coacalco de Berriozábal, Ciudad de México"
"$4,500,000",122,2,2,2,"Huixquilucan, Ciudad de México"
"$4,250,000",96,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$2,922,000",104,2,2,2,"Huixquilucan, Ciudad de México"
"$2,150,000",77,2,2,1,"Tlalnepantla de Baz, Ciudad de México"
"$2,300,000",70,2,2,1,"Huixquilucan, Ciudad de México"
"$1,500,000",68,3,1,1,"Cuautitlán Izcalli, Ciudad de México"
"$3,600,000",132,3,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$6,490,000",130,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$5,500,000",129,3,2,2,"Cuauhtémoc, Ciudad de México"
"$3,937,700",112,2,2,1,"Benito Juárez, Ciudad de México"
"$2,850,000",114,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$600,000",64,2,1,1,"Coacalco de Berriozábal, Ciudad de México"
"$1,800,000",70,2,2,2,"Coacalco de Berriozábal, Ciudad de México"
"$2,350,000",98,2,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$2,500,000",91,2,1,2,"Huixquilucan, Ciudad de México"
"$2,420,000",111,2,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$3,490,000",116,3,2,2,"Álvaro Obregón, Ciudad de México"
"$1,890,000",74,3,1,1,"Atizapán de Zaragoza, Ciudad de México"
"$4,150,000",85,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$3,500,000",130,3,3,2,"Huixquilucan, Ciudad de México"
"$879,000",69,3,1,1,"Coacalco de Berriozábal, Ciudad de México"
"$2,999,000",127,4,3,2,"Huixquilucan, Ciudad de México"
"$3,300,000",132,3,2,2,"Huixquilucan, Ciudad de México"
"$950,000",82,2,1,1,"Chalco, Ciudad de México"
"$3,600,000",132,3,2,2,"Huixquilucan, Ciudad de México"
"$4,300,000",134,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$1,595,000",100,2,2,3,"Texcoco, Ciudad de México"
"$798,700",90,2,1,1,"Coacalco de Berriozábal, Ciudad de México"
"$1,200,000",65,2,1,1,"Tlalnepantla de Baz, Ciudad de México"
"$3,200,000",130,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$2,450,000",66,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$1,250,000",65,3,2,1,"Azcapotzalco, Ciudad de México"
"$2,920,000",84,3,1,1,"Benito Juárez, Ciudad de México"
"$5,900,000",90,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$5,395,000",100,2,2,1,"Cuauhtémoc, Ciudad de México"
"$4,990,000",130,2,2,2,"Cuauhtémoc, Ciudad de México"
"$5,700,000",120,2,3,1,"Miguel Hidalgo, Ciudad de México"
"$2,630,000",75,2,2,2,"Azcapotzalco, Ciudad de México"
"$1,250,000",63,2,1,1,"Azcapotzalco, Ciudad de México"
"$4,699,000",99,2,2,2,"Benito Juárez, Ciudad de México"
"$6,500,000",123,2,2,1,"Cuauhtémoc, Ciudad de México"
"$5,700,000",110,2,2,2,"Cuauhtémoc, Ciudad de México"
"$3,100,000",78,1,1,2,"Álvaro Obregón, Ciudad de México"
"$4,200,000",127,3,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$4,300,000",127,2,2,2,"Coyoacán, Ciudad de México"
"$1,790,000",63,2,1,1,"Azcapotzalco, Ciudad de México"
"$4,350,000",102,2,2,1,"Benito Juárez, Ciudad de México"
"$5,500,000",93,2,2,2,"Cuauhtémoc, Ciudad de México"
"$3,630,000",80,2,2,1,"Benito Juárez, Ciudad de México"
"$7,950,000",135,3,2,2,"Cuauhtémoc, Ciudad de México"
"$2,600,000",85,3,1,1,"Cuauhtémoc, Ciudad de México"
"$3,599,000",110,2,1,2,"Benito Juárez, Ciudad de México"
"$3,900,000",126,3,2,1,"Benito Juárez, Ciudad de México"
"$2,800,000",69,2,2,1,"Cuauhtémoc, Ciudad de México"
"$2,800,000",75,2,2,2,"Benito Juárez, Ciudad de México"
"$6,900,000",127,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$2,736,240",92,2,2,1,"Cuajimalpa de Morelos, Ciudad de México"
"$2,950,000",90,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$4,200,000",113,2,3,2,"Tlalpan, Ciudad de México"
"$2,595,000",88,2,2,1,"Álvaro Obregón, Ciudad de México"
"$4,500,000",105,1,1,1,"Miguel Hidalgo, Ciudad de México"
"$1,190,000",64,2,1,1,"Iztapalapa, Ciudad de México"
"$5,395,000",105,2,2,3,"Cuauhtémoc, Ciudad de México"
"$1,850,000",65,2,1,1,"Iztacalco, Ciudad de México"
"$4,850,000",120,2,2,2,"Benito Juárez, Ciudad de México"
"$2,982,250",75,2,2,1,"Benito Juárez, Ciudad de México"
"$4,950,000",96,2,2,2,"Benito Juárez, Ciudad de México"
"$5,800,000",102,2,2,1,"Cuauhtémoc, Ciudad de México"
"$5,000,000",77,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$2,353,221",65,2,2,1,"Cuajimalpa de Morelos, Ciudad de México"
"$5,950,000",100,1,1,1,"Cuauhtémoc, Ciudad de México"
"$3,950,000",123,3,3,2,"Benito Juárez, Ciudad de México"
"$3,000,000",74,2,1,1,"Cuauhtémoc, Ciudad de México"
"$3,200,000",90,2,2,2,"Coyoacán, Ciudad de México"
"$4,200,000",86,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$4,250,000",103,2,2,2,"Benito Juárez, Ciudad de México"
"$3,630,000",80,2,2,1,"Benito Juárez, Ciudad de México"
"$3,630,000",80,2,2,1,"Benito Juárez, Ciudad de México"
"$1,265,000",66,2,1,1,"Iztapalapa, Ciudad de México"
"$4,000,000",83,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$3,100,700",65,2,1,1,"Benito Juárez, Ciudad de México"
"$4,100,000",120,2,2,2,"Coyoacán, Ciudad de México"
"$1,550,000",73,3,1,1,"Azcapotzalco, Ciudad de México"
"$3,630,000",80,2,2,1,"Benito Juárez, Ciudad de México"
"$3,630,000",80,2,2,1,"Benito Juárez, Ciudad de México"
"$3,950,000",123,3,2,2,"Benito Juárez, Ciudad de México"
"$2,149,000",63,2,2,1,"Azcapotzalco, Ciudad de México"
"$3,000,000",84,3,2,2,"Álvaro Obregón, Ciudad de México"
"$4,950,000",128,1,2,1,"Cuauhtémoc, Ciudad de México"
"$6,350,000",168,2,2,2,"Álvaro Obregón, Ciudad de México"
"$6,490,000",198,3,2,2,"Benito Juárez, Ciudad de México"
"$5,450,000",184,3,2,2,"Huixquilucan, Ciudad de México"
"$5,500,000",185,3,3,2,"Huixquilucan, Ciudad de México"
"$4,350,000",139,2,2,3,"Huixquilucan, Ciudad de México"
"$5,000,000",180,1,3,2,"Huixquilucan, Ciudad de México"
"$6,500,000",197,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$4,980,000",196,2,2,1,"Benito Juárez, Ciudad de México"
"$3,760,000",150,3,2,2,"Huixquilucan, Ciudad de México"
"$4,900,000",155,3,2,2,"Huixquilucan, Ciudad de México"
"$4,800,000",184,3,2,2,"Huixquilucan, Ciudad de México"
"$3,300,000",153,2,2,1,"Naucalpan de Juárez, Ciudad de México"
"$5,900,000",181,2,2,2,"Álvaro Obregón, Ciudad de México"
"$9,980,001",195,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$4,200,000",143,2,2,2,"Tlalpan, Ciudad de México"
"$4,200,000",199,2,1,1,"Coyoacán, Ciudad de México"
"$4,500,000",180,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$4,729,000",143,3,2,1,"Benito Juárez, Ciudad de México"
"$5,198,186",181,3,2,2,"Cuauhtémoc, Ciudad de México"
"$4,900,000",165,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$4,500,000",175,3,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$4,650,000",195,3,3,2,"Gustavo A. Madero, Ciudad de México"
"$5,700,007",190,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$7,900,000",190,3,2,1,"Cuauhtémoc, Ciudad de México"
"$8,490,000",196,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$7,200,000",187,2,2,2,"Benito Juárez, Ciudad de México"
"$7,750,000",164,2,2,1,"Cuauhtémoc, Ciudad de México"
"$6,670,000",193,2,2,2,"Benito Juárez, Ciudad de México"
"$8,500,000",195,2,2,3,"Cuauhtémoc, Ciudad de México"
"$4,500,001",138,3,2,1,"Benito Juárez, Ciudad de México"
"$5,720,000",175,3,3,2,"Huixquilucan, Ciudad de México"
"$10,000,000",198,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$4,650,000",157,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$5,900,000",191,2,2,2,"Huixquilucan, Ciudad de México"
"$2,980,000",166,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$5,500,000",178,3,3,2,"Huixquilucan, Ciudad de México"
"$5,400,000",141,2,2,2,"Huixquilucan, Ciudad de México"
"$5,200,000",160,3,2,1,"Naucalpan de Juárez, Ciudad de México"
"$3,444,500",172,2,2,3,"Cuautitlán Izcalli, Ciudad de México"
"$5,600,000",157,2,2,3,"Cuajimalpa de Morelos, Ciudad de México"
"$6,500,000",196,3,3,2,"Huixquilucan, Ciudad de México"
"$5,950,000",200,3,3,2,"Huixquilucan, Ciudad de México"
"$5,750,000",138,3,2,2,"Cuauhtémoc, Ciudad de México"
"$5,720,000",175,3,3,2,"Huixquilucan, Ciudad de México"
"$5,300,000",190,3,2,2,"Huixquilucan, Ciudad de México"
"$3,900,000",145,3,2,3,"Huixquilucan, Ciudad de México"
"$5,500,000",143,4,3,2,"Álvaro Obregón, Ciudad de México"
"$8,250,000",186,2,2,1,"Cuauhtémoc, Ciudad de México"
"$7,900,000",147,4,2,2,"Cuauhtémoc, Ciudad de México"
"$4,900,000",150,2,2,1,"Benito Juárez, Ciudad de México"
"$6,000,000",195,3,2,2,"Huixquilucan, Ciudad de México"
"$3,300,000",153,2,2,1,"Naucalpan de Juárez, Ciudad de México"
"$5,950,000",195,3,3,2,"Huixquilucan, Ciudad de México"
"$4,900,000",154,2,2,2,"Huixquilucan, Ciudad de México"
"$4,800,000",148,3,2,2,"Huixquilucan, Ciudad de México"
"$3,200,000",146,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$3,445,000",172,3,2,3,"Cuautitlán Izcalli, Ciudad de México"
"$4,600,000",171,2,2,2,"Huixquilucan, Ciudad de México"
"$5,100,000",160,3,2,2,"Huixquilucan, Ciudad de México"
"$5,750,000",170,3,2,1,"Benito Juárez, Ciudad de México"
"$2,700,000",157,3,2,1,"Tlalpan, Ciudad de México"
"$8,300,000",147,2,3,2,"Cuauhtémoc, Ciudad de México"
"$4,480,000",170,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$7,200,000",169,3,2,3,"Cuauhtémoc, Ciudad de México"
"$6,500,000",145,3,3,1,"Miguel Hidalgo, Ciudad de México"
"$5,850,000",176,3,3,2,"Álvaro Obregón, Ciudad de México"
"$5,960,000",196,3,2,2,"Benito Juárez, Ciudad de México"
"$9,200,000",175,2,2,2,"Cuauhtémoc, Ciudad de México"
"$5,199,000",140,3,3,1,"Benito Juárez, Ciudad de México"
"$7,940,000",171,2,2,1,"Cuauhtémoc, Ciudad de México"
"$5,800,000",154,2,2,2,"Benito Juárez, Ciudad de México"
"$5,976,200",150,2,2,1,"Benito Juárez, Ciudad de México"
"$4,690,000",149,1,2,2,"Álvaro Obregón, Ciudad de México"
"$8,500,000",170,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$7,550,000",191,3,2,1,"Cuauhtémoc, Ciudad de México"
"$8,000,000",149,3,2,1,"Miguel Hidalgo, Ciudad de México"
"$4,500,000",152,2,1,1,"Cuauhtémoc, Ciudad de México"
"$5,880,000",200,4,4,1,"Cuauhtémoc, Ciudad de México"
"$6,683,588",176,2,2,2,"Benito Juárez, Ciudad de México"
"$7,200,000",167,2,2,1,"Cuauhtémoc, Ciudad de México"
"$4,950,000",191,3,1,1,"Benito Juárez, Ciudad de México"
"$4,590,000",156,2,2,2,"Álvaro Obregón, Ciudad de México"
"$8,900,000",190,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$5,200,000",143,3,2,2,"Benito Juárez, Ciudad de México"
"$5,500,000",181,3,2,1,"Benito Juárez, Ciudad de México"
"$7,050,000",192,3,2,2,"Cuauhtémoc, Ciudad de México"
"$4,700,000",137,3,3,1,"Benito Juárez, Ciudad de México"
"$1,550,000",120,4,2,2,"Ecatepec de Morelos, Ciudad de México"
"$790,000",68,2,1,1,"Tepotzotlán, Ciudad de México"
"$2,500,000",75,3,1,0,"Miguel Hidalgo, Ciudad de México"
"$1,750,000",180,3,2,2,"Tultepec, Ciudad de México"
"$2,180,000",154,3,1,1,"Cuautitlán Izcalli, Ciudad de México"
"$2,000,000",153,3,2,2,"Nezahualcóyotl, Ciudad de México"
"$4,850,000",200,4,3,3,"Naucalpan de Juárez, Ciudad de México"
"$3,487,900",150,3,1,1,"Gustavo A. Madero, Ciudad de México"
"$3,187,900",200,3,1,1,"Venustiano Carranza, Ciudad de México"
"$980,000",125,4,2,1,"Zumpango, Ciudad de México"
"$2,143,000",135,3,3,2,"Atenco, Ciudad de México"
"$4,299,999",122,3,2,2,"Tlalpan, Ciudad de México"
"$3,160,000",103,2,2,1,"Coyoacán, Ciudad de México"
"$3,600,000",195,3,3,1,"Tlalnepantla de Baz, Ciudad de México"
"$2,400,000",200,4,2,2,"Ixtapaluca, Ciudad de México"
"$1,700,000",186,6,2,1,"Ixtapaluca, Ciudad de México"
"$1,700,000",186,6,2,2,"Ixtapaluca, Ciudad de México"
"$2,150,000",184,5,2,5,"Cuautitlán Izcalli, Ciudad de México"
"$4,990,000",176,2,2,2,"Álvaro Obregón, Ciudad de México"
"$4,500,000",160,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$890,000",80,2,1,2,"Tizayuca, Ciudad de México"
"$949,000",70,2,1,1,"Atizapán de Zaragoza, Ciudad de México"
"$2,850,000",154,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$3,400,000",195,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$3,000,000",150,2,1,1,"Cuajimalpa de Morelos, Ciudad de México"
"$5,150,000",178,3,3,2,"Huixquilucan, Ciudad de México"
"$3,900,000",81,2,2,2,"Álvaro Obregón, Ciudad de México"
"$2,890,000",120,5,3,1,"Venustiano Carranza, Ciudad de México"
"$900,000",80,3,2,1,"Acolman, Ciudad de México"
"$1,950,000",160,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$980,000",80,3,2,1,"Chimalhuacán, Ciudad de México"
"$965,000",95,3,1,1,"Ixtapaluca, Ciudad de México"
"$3,350,000",180,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$1,500,000",90,3,1,1,"Cuautitlán Izcalli, Ciudad de México"
"$3,200,000",160,4,1,2,"Álvaro Obregón, Ciudad de México"
"$1,099,000",140,3,2,1,"Tizayuca, Ciudad de México"
"$1,800,000",180,2,2,2,"Valle de Chalco Solidaridad, Ciudad de México"
"$3,980,000",200,3,3,3,"Tlalpan, Ciudad de México"
"$3,950,000",180,4,2,2,"Huixquilucan, Ciudad de México"
"$4,599,000",184,3,4,2,"Cuajimalpa de Morelos, Ciudad de México"
"$3,000,000",174,3,2,3,"Tlalpan, Ciudad de México"
"$3,700,000",195,3,2,3,"Tláhuac, Ciudad de México"
"$5,750,000",172,4,2,1,"Álvaro Obregón, Ciudad de México"
"$2,200,000",173,4,3,2,"Ecatepec de Morelos, Ciudad de México"
"$3,350,000",166,3,1,4,"Nicolás Romero, Ciudad de México"
"$1,700,000",140,4,2,4,"Ecatepec de Morelos, Ciudad de México"
"$1,145,526",105,3,2,1,"Tizayuca, Ciudad de México"
"$1,450,000",130,3,3,2,"Tizayuca, Ciudad de México"
"$1,929,100",150,3,3,2,"Tizayuca, Ciudad de México"
"$1,180,000",105,4,3,2,"Tizayuca, Ciudad de México"
"$800,000",90,2,1,2,"Tizayuca, Ciudad de México"
"$800,000",180,2,2,2,"Tizayuca, Ciudad de México"
"$2,400,000",131,1,2,3,"Atizapán de Zaragoza, Ciudad de México"
"$895,000",67,1,1,1,"Cuautitlán Izcalli, Ciudad de México"
"$1,650,000",110,3,2,1,"Cuautitlán Izcalli, Ciudad de México"
"$1,000,000",112,1,1,5,"Chalco, Ciudad de México"
"$1,130,000",88,3,1,2,"Cuautitlán, Ciudad de México"
"$995,000",92,3,2,1,"Chalco, Ciudad de México"
"$2,000,000",140,3,2,3,"Tlalpan, Ciudad de México"
"$3,400,000",136,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$1,300,000",120,4,2,1,"Coacalco de Berriozábal, Ciudad de México"
"$3,800,000",170,4,2,2,"Tlalnepantla de Baz, Ciudad de México"
"$1,609,400",100,3,3,2,"Tecámac, Ciudad de México"
"$1,836,000",192,5,4,2,"Tultitlán, Ciudad de México"
"$2,032,000",155,3,2,1,"Ecatepec de Morelos, Ciudad de México"
"$2,950,000",139,3,1,2,"Atizapán de Zaragoza, Ciudad de México"
"$3,500,000",180,5,2,1,"Atizapán de Zaragoza, Ciudad de México"
"$2,100,000",185,4,2,1,"Naucalpan de Juárez, Ciudad de México"
"$600,000",65,2,1,1,"Tecámac, Ciudad de México"
"$2,450,000",180,3,2,1,"Tlalnepantla de Baz, Ciudad de México"
"$3,200,000",180,4,3,3,"Cuautitlán Izcalli, Ciudad de México"
"$650,000",65,2,1,1,"Tecámac, Ciudad de México"
"$2,280,000",128,3,1,3,"Cuautitlán Izcalli, Ciudad de México"
"$659,000",76,3,2,1,"Zumpango, Ciudad de México"
"$795,000",75,3,2,1,"Huehuetoca, Ciudad de México"
"$2,650,000",129,3,2,1,"Atizapán de Zaragoza, Ciudad de México"
"$1,650,000",160,3,2,2,"Ecatepec de Morelos, Ciudad de México"
"$960,000",90,3,1,3,"Tecámac, Ciudad de México"
"$850,000",110,5,2,1,"Chalco, Ciudad de México"
"$3,250,000",203,3,2,2,"Cuautitlán Izcalli, Ciudad de México"
"$2,950,000",168,3,1,2,"Cuautitlán Izcalli, Ciudad de México"
"$1,265,000",136,4,2,1,"Ixtapaluca, Ciudad de México"
"$2,230,000",154,3,3,2,"Nezahualcóyotl, Ciudad de México"
"$2,900,000",191,3,2,4,"Atizapán de Zaragoza, Ciudad de México"
"$750,000",110,3,1,1,"Tecámac, Ciudad de México"
"$4,900,000",195,3,2,2,"La Magdalena Contreras, Ciudad de México"
"$1,140,000",200,3,2,1,"Ecatepec de Morelos, Ciudad de México"
"$2,700,000",176,3,2,3,"Nicolás Romero, Ciudad de México"
"$4,050,000",180,5,2,2,"Tlalnepantla de Baz, Ciudad de México"
"$820,000",90,3,2,2,"Tecámac, Ciudad de México"
"$2,550,000",200,3,3,2,"Texcoco, Ciudad de México"
"$1,250,000",124,3,1,2,"Tepotzotlán, Ciudad de México"
"$990,000",138,4,2,1,"Chicoloapan, Ciudad de México"
"$995,000",88,3,1,2,"Cuautitlán, Ciudad de México"
"$1,290,000",75,3,2,1,"Cuautitlán Izcalli, Ciudad de México"
"$1,100,000",97,4,2,1,"Tecámac, Ciudad de México"
"$760,000",72,3,1,1,"Huehuetoca, Ciudad de México"
"$760,000",72,3,1,1,"Huehuetoca, Ciudad de México"
"$2,366,000",180,6,2,2,"Ecatepec de Morelos, Ciudad de México"
"$1,230,000",153,3,1,3,"Tecámac, Ciudad de México"
"$1,685,000",112,2,1,1,"Cuajimalpa de Morelos, Ciudad de México"
"$6,784,000",195,3,2,2,"Benito Juárez, Ciudad de México"
"$2,950,000",186,6,3,1,"Xochimilco, Ciudad de México"
"$2,700,000",172,3,2,3,"La Magdalena Contreras, Ciudad de México"
"$2,100,000",166,5,2,1,"Iztapalapa, Ciudad de México"
"$3,500,000",160,5,1,3,"Iztapalapa, Ciudad de México"
"$2,200,000",107,4,2,2,"Tláhuac, Ciudad de México"
"$3,710,000",80,2,2,1,"Cuauhtémoc, Ciudad de México"
"$2,950,000",145,4,2,1,"Cuajimalpa de Morelos, Ciudad de México"
"$3,850,000",177,5,3,3,"Iztacalco, Ciudad de México"
"$1,250,000",63,2,1,1,"Azcapotzalco, Ciudad de México"
"$4,500,000",198,5,2,2,"Iztacalco, Ciudad de México"
"$3,630,000",80,2,2,1,"Benito Juárez, Ciudad de México"
"$3,095,000",129,2,2,2,"Tlalpan, Ciudad de México"
"$2,425,000",210,3,3,2,"Hueypoxtla, Ciudad de México"
"$7,350,000",235,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$7,000,000",232,4,3,3,"Cuauhtémoc, Ciudad de México"
"$7,200,000",237,3,3,2,"Huixquilucan, Ciudad de México"
"$7,350,000",234,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$5,800,000",232,5,4,2,"Cuajimalpa de Morelos, Ciudad de México"
"$5,750,000",233,3,3,2,"Tlalpan, Ciudad de México"
"$6,300,000",235,3,3,2,"Huixquilucan, Ciudad de México"
"$6,400,000",235,3,3,2,"Huixquilucan, Ciudad de México"
"$7,300,000",230,3,3,4,"Huixquilucan, Ciudad de México"
"$6,990,000",236,3,3,2,"Huixquilucan, Ciudad de México"
"$11,950,000",222,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$7,400,000",226,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$8,250,000",221,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$6,453,064",223,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$5,690,000",225,3,5,2,"Huixquilucan, Ciudad de México"
"$5,616,041",219,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$5,794,819",218,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$5,450,000",213,3,3,2,"Álvaro Obregón, Ciudad de México"
"$5,400,000",213,3,3,2,"Álvaro Obregón, Ciudad de México"
"$7,100,000",220,3,2,2,"Coyoacán, Ciudad de México"
"$8,999,000",230,3,4,3,"Cuajimalpa de Morelos, Ciudad de México"
"$7,950,000",236,3,4,2,"Huixquilucan, Ciudad de México"
"$7,500,000",226,5,4,0,"Álvaro Obregón, Ciudad de México"
"$6,804,000",223,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$7,300,000",230,3,3,3,"Huixquilucan, Ciudad de México"
"$6,900,000",215,3,3,2,"Huixquilucan, Ciudad de México"
"$5,800,000",230,3,2,2,"Huixquilucan, Ciudad de México"
"$7,500,000",223,3,3,2,"Huixquilucan, Ciudad de México"
"$6,750,000",223,3,3,2,"Huixquilucan, Ciudad de México"
"$8,900,000",220,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$7,200,000",224,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$6,800,000",218,3,3,2,"Huixquilucan, Ciudad de México"
"$8,000,000",228,3,3,3,"Huixquilucan, Ciudad de México"
"$7,500,000",226,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$5,400,000",220,4,3,2,"Coyoacán, Ciudad de México"
"$8,990,000",231,3,2,1,"Miguel Hidalgo, Ciudad de México"
"$5,600,000",219,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$5,650,000",218,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$6,186,000",238,3,3,2,"Álvaro Obregón, Ciudad de México"
"$9,000,000",233,3,1,1,"Cuauhtémoc, Ciudad de México"
"$6,300,000",225,3,3,2,"Huixquilucan, Ciudad de México"
"$4,890,000",153,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$12,000,000",435,3,3,3,"Huixquilucan, Ciudad de México"
"$8,900,000",408,2,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$6,420,000",600,6,3,4,"Nicolás Romero, Ciudad de México"
"$9,450,000",403,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$5,650,000",310,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$5,700,000",332,6,3,2,"Iztapalapa, Ciudad de México"
"$19,500,000",750,5,5,6,"La Magdalena Contreras, Ciudad de México"
"$5,750,000",360,3,3,4,"Tlalpan, Ciudad de México"
"$5,548,000",336,3,2,2,"Gustavo A. Madero, Ciudad de México"
"$12,250,000",560,3,3,4,"Huixquilucan, Ciudad de México"
"$9,300,000",445,4,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$8,000,000",350,3,3,3,"Tlalpan, Ciudad de México"
"$7,600,000",450,4,3,2,"Venustiano Carranza, Ciudad de México"
"$12,500,000",360,3,3,3,"Huixquilucan, Ciudad de México"
"$12,900,000",385,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$9,900,000",500,3,3,3,"Huixquilucan, Ciudad de México"
"$13,000,000",349,2,3,2,"Miguel Hidalgo, Ciudad de México"
"$10,500,000",323,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$9,700,000",340,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
